Date,Papel,Abertura,Alta,Baixa,Fechamento,Volume
2022-09-06,PETR4,32.27000045776367,32.59000015258789,31.510000228881836,32.099998474121094,111813500
2022-09-08,PETR4,32.310001373291016,32.779998779296875,31.399999618530273,31.799999237060547,63159800
2022-09-09,PETR4,32.4900016784668,32.66999816894531,31.700000762939453,31.790000915527344,49871900
2022-09-12,PETR4,32.150001525878906,32.72999954223633,31.459999084472656,31.479999542236328,71374500
2022-09-13,PETR4,30.940000534057617,31.440000534057617,30.520000457763672,30.649999618530273,88327800
2022-09-14,PETR4,30.75,31.43000030517578,30.6299991607666,31.1200008392334,49039700
2022-09-15,PETR4,30.920000076293945,31.229999542236328,30.799999237060547,31.059999465942383,45553200
2022-09-16,PETR4,30.860000610351562,30.950000762939453,30.34000015258789,30.780000686645508,107303600
2022-09-19,PETR4,30.5,31.3799991607666,29.8799991607666,31.270000457763672,65559900
2022-09-20,PETR4,31.420000076293945,31.600000381469727,30.84000015258789,31.09000015258789,67798200
2022-09-21,PETR4,31.350000381469727,31.469999313354492,30.889999389648438,31.170000076293945,58812200
2022-09-22,PETR4,31.479999542236328,32.08000183105469,31.030000686645508,31.940000534057617,69764300
2022-09-23,PETR4,31.31999969482422,31.389999389648438,29.770000457763672,29.940000534057617,138630800
2022-09-26,PETR4,29.719999313354492,30.079999923706055,29.270000457763672,29.290000915527344,42934600
2022-09-27,PETR4,29.65999984741211,29.8799991607666,29.579999923706055,29.670000076293945,71087600
2022-09-28,PETR4,29.670000076293945,29.81999969482422,28.579999923706055,29.270000457763672,104670700
2022-09-29,PETR4,28.989999771118164,29.399999618530273,28.600000381469727,29.309999465942383,87536500
2022-09-30,PETR4,29.219999313354492,30.489999771118164,29.0,29.799999237060547,121637100
2022-10-03,PETR4,31.90999984741211,32.63999938964844,31.65999984741211,32.18000030517578,179694100
2022-10-04,PETR4,32.900001525878906,32.97999954223633,31.06999969482422,31.3700008392334,115917200
2022-10-05,PETR4,31.40999984741211,32.81999969482422,31.200000762939453,32.54999923706055,92893700
2022-10-06,PETR4,33.0,33.790000915527344,32.439998626708984,33.65999984741211,82671900
2022-10-07,PETR4,33.58000183105469,34.31999969482422,33.220001220703125,33.630001068115234,73500100
2022-10-10,PETR4,33.650001525878906,33.88999938964844,33.0,33.25,52222600
2022-10-11,PETR4,32.88999938964844,33.33000183105469,32.61000061035156,33.0,58332400
2022-10-13,PETR4,32.5,34.4900016784668,32.40999984741211,33.939998626708984,91143900
2022-10-14,PETR4,33.970001220703125,34.13999938964844,33.29999923706055,33.41999816894531,62246100
2022-10-17,PETR4,33.2400016784668,34.150001525878906,32.84000015258789,33.38999938964844,100936400
2022-10-18,PETR4,33.900001525878906,34.22999954223633,33.15999984741211,34.209999084472656,82313200
2022-10-19,PETR4,34.130001068115234,35.560001373291016,34.02000045776367,35.41999816894531,113700900
2022-10-20,PETR4,36.099998474121094,36.54999923706055,35.77000045776367,36.470001220703125,114347400
2022-10-21,PETR4,36.45000076293945,38.38999938964844,36.38999938964844,37.720001220703125,139601400
2022-10-24,PETR4,36.5,36.81999969482422,34.22999954223633,34.25,142110900
2022-10-25,PETR4,34.040000915527344,34.5,33.209999084472656,33.529998779296875,113161200
2022-10-26,PETR4,32.599998474121094,33.529998779296875,31.899999618530273,32.709999084472656,121334800
2022-10-27,PETR4,32.810001373291016,33.540000915527344,32.66999816894531,32.959999084472656,111008800
2022-10-28,PETR4,32.70000076293945,33.119998931884766,31.860000610351562,32.56999969482422,129745400
2022-10-31,PETR4,30.610000610351562,31.600000381469727,29.15999984741211,29.809999465942383,262409400
2022-11-01,PETR4,30.56999969482422,30.670000076293945,29.559999465942383,29.860000610351562,115944200
2022-11-03,PETR4,29.799999237060547,30.389999389648438,29.440000534057617,29.950000762939453,139062100
2022-11-04,PETR4,30.799999237060547,30.899999618530273,28.18000030517578,28.299999237060547,195361000
2022-11-07,PETR4,27.959999084472656,28.0,27.329999923706055,27.84000015258789,25218000
